,id,exclude,type,query,constraint,text,query_result,heading,format0,lat0,lng0,format1,lat1,lng1,format2,lat2,lng2,format3,lat3,lng3,format4,lat4,lng4,pitch
10,3342643546,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, End Unit",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
11,3342643624,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, St. Paul Construction Co. Sign, Bay Window",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
12,3342643682,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Sound Scriber Sign, Windows and Brick Piers",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
13,3342643782,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Mae Lavey Beauty Salon Sign, Buildings of Unequal Heights",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
14,3342643862,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Wesleyan Building, 2:15 P.M.",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
15,3342643942,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Building with Clock at Base, 2:38 P.M.",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
16,3342644116,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Jewelry by Cini Sign",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
17,3342644246,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eve View, Copley Square, Boylston Street, Chauncy Hall School",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
18,3342644296,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eve View, Copley Square, Boylston Street, Silbey Gowns Sign, Double Hung Windows in Brick, 12:00 P.M.",1,,"Copley Square, Boston, MA 02116, USA",42.350008,-71.0765558,,,,,,,,,,,,,
19,3342644356,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eve View, Copley Square, Boylston Street, Bay Windows and Arched Windows, 12:15 P.M.",1,,"Copley Square, Boston, MA 02116, USA",42.350008,-71.0765558,,,,,,,,,,,,,
20,3342644420,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eve View, Copley Square, Boylston Street, Costume sign, Projecting Bay",1,,"Copley Square, Boston, MA 02116, USA",42.350008,-71.0765558,,,,,,,,,,,,,
21,3342644936,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Wrought Iron Balconies, Bay Windows",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
22,3342645044,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Wrought Iron Balconies, Bay Windows, End of Block",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
23,3342645442,0,frog,Boston Public Library Copley Square,Boston,"Frog's Eye View, Boston Public Library Copley Square, Center of Building with Flag",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,"35 Harvard Ave, Hyde Park, MA 02136, USA",42.2569909,-71.1220818,,,,,,,,,,
24,3342645516,0,frog,"Copley Square, Boylston Street",Boston,"Frog's Eye View, Copley Square, Boylston Street, Sound Scriber Sign, Windows and Brick Piers",1,,"560 Boylston, Boston, MA 02116, USA",42.3499239,-71.0761075,,,,,,,,,,,,,
25,3346182527,0,frog,Boston Public Library Copley Square,Boston,"Frog's Eye View, Boston Public Library Copley Square, 'Advancement of Learning' Inscription",1,,"Copley Square, Boston, MA 02116, USA",42.350008,-71.0765558,,,,,,,,,,,,,
26,3347018754,0,frog,Boston Public Library Copley Square,Boston,"Frog's Eye View, Boston Public Library Copley Square, Sculpture in Foreground, Woman Looking Away",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,,
27,3364819565,0,frog,Boylston Street and Exeter Street,Boston,"Frog's Eye View, Boylston Street 50 Ft. Intervals, Exeter to Dartmouth Street, Residential Building with Double Hung Windows and Iron Balcony, 1:00 P.M. to 3:30 P.M.",1,,,,,,,,,,,,,,,,,
28,3364822047,0,50ft_interval,Corner of Dartmouth and Newbury Streets,Boston,"50 ft. Intervals, Dartmouth Street, Facing Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:50 A.M.",1,,"Newbury St & Dartmouth St, Boston, MA 02116, USA",42.3508853,-71.0777275,,,,,,,,,,,,,
29,3364822163,0,50ft_interval,Dartmouth Street,Boston,"50 ft. Intervals, Dartmouth Street, Parked Cars, 10:30 to 11:00 A.M.",1,,"Dartmouth St, Boston, MA 02116, USA",42.3484952,-71.0765392,,,,,,,,,,,,,
30,3364822543,0,50ft_interval,Dartmouth Street,Boston,"50 ft. Intervals, Dartmouth Street, Taxi Stand in front of Sheraton Plaza, 10:30 to 11:00 A.M.",1,,"Dartmouth St, Boston, MA 02116, USA",42.3484952,-71.0765392,,,,,,,,,,,,,
31,3364822679,0,50ft_interval,Corner of Boylston and Dartmouth Streets,Boston,"50 ft. Intervals, Corner of Dartmouth and Boylston Streets, Boston Public Library, 9:00 A.M.",1,,"Dartmouth St & Boylston St, Boston, MA 02116, USA",42.3500943,-71.0773313,,,,,,,,,,,,,
32,3364822797,0,50ft_interval,Corner of Boylston and Dartmouth Streets,Boston,"50 ft. Intervals, Corner of Dartmouth and Boylston Streets, Boston Public Library, Subway Stop at Right, 9:05 A.M.",1,,"Dartmouth St & Boylston St, Boston, MA 02116, USA",42.3500943,-71.0773313,,,,,,,,,,,,,
33,3364822959,0,50ft_interval,"Boston Public Library, Dartmouth Street",Boston,"50 ft. Intervals, Dartmouth Street, Boston Public Library and Old South Church, 9:15 A.M.",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,
34,3364823237,0,50ft_interval,"Dartmouth Street, Old South Church",Boston,"50 ft. Intervals, Dartmouth Street, Old South Church, Northeast Side, Boston Public Library in Background, 9:35 A.M.",1,,"645 Boylston St, Boston, MA 02116, USA",42.3502705,-71.0779719,,,,,,,,,,,,,
35,3364823355,0,50ft_interval,Corner of Dartmouth and Newbury Streets,Boston,"50 ft. Intervals, Corner of Dartmouth and Newbury Streets, Bryant & Stratton School, 9:45 A.M.",1,,"Newbury St & Dartmouth St, Boston, MA 02116, USA",42.3508853,-71.0777275,,,,,,,,,,,,,
36,3364848803,0,50ft_interval,Dartmouth Street,Boston,"50 ft. Intervals, Dartmouth Street, Brick Sidewalk and Parked Cars, 10:00 A.M.",1,,"Dartmouth St, Boston, MA 02116, USA",42.3484952,-71.0765392,,,,,,,,,,,,,
37,3364848947,0,,Dartmouth Street and Commenwealth Avenue,Boston,"Dartmouth Street Between Commonwealth Avenue and Newbury Street, Facing South, Right Side of Street, 3:00 P.M.",1,,"Commonwealth Avenue & Dartmouth St, Boston, MA 02116, USA",42.3520481,-71.078299,"Dartmouth St & Commonwealth Avenue, Boston, MA 02116, USA",42.3520481,-71.078299,,,,,,,,,,
38,3364849099,0,,Dartmouth Street and Commenwealth Avenue,Boston,"Dartmouth Street Between Commonwealth Avenue and Newbury Street, Facing South, Center of Street, 3:00 P.M.",1,,"Commonwealth Avenue & Dartmouth St, Boston, MA 02116, USA",42.3520481,-71.078299,"Dartmouth St & Commonwealth Avenue, Boston, MA 02116, USA",42.3520481,-71.078299,,,,,,,,,,
39,3364849255,0,,Dartmouth Street and Commenwealth Avenue,Boston,"Dartmouth Street Between Commonwealth Avenue and Newbury Street, Facing South, Left Side of Street, 3:00 P.M.",1,,"Commonwealth Avenue & Dartmouth St, Boston, MA 02116, USA",42.3520481,-71.078299,"Dartmouth St & Commonwealth Avenue, Boston, MA 02116, USA",42.3520481,-71.078299,,,,,,,,,,
40,3364849813,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Approaching Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.349144,-71.0773257,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,
41,3364850253,0,,"Dartmouth Street, Copley Square",Boston,"Dartmouth Street, Facing South from Police Box, Copley Square, 12:30 P.M.",1,,"Dartmouth St, Boston, MA 02116, USA",42.3500943,-71.0773313,,,,,,,,,,,,,
42,3364865499,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,"50 ft. Intervals, Approaching Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"Exeter St & Huntington Ave, Boston, MA 02116, USA",42.3479402,-71.0787316,,,,,,,,,,,,,
43,3364865645,0,50ft_interval,Corner of Huntington Avenue and Exeter Street.,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,,,,,,,,,,,,,,,,
44,3364865811,0,50ft_interval,Corner of Huntington Avenue and Exeter Street.,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"Exeter St & Huntington Ave, Boston, MA 02116, USA",42.3479402,-71.0787316,,,,,,,,,,,,,
45,3364865831,0,frog,Boylston Street and Exeter Street,Boston,"Frog's Eye View, Boylston Street 50 Ft. Intervals, Exeter to Dartmouth Street, Corners of Two Buildings with Sky in between, 1:00 P.M. to 3:30 P.M.",1,,"Exeter St & Boylston St, Boston, MA 02116, USA",42.349507,-71.0794992,,,,,,,,,,,,,
46,3364866027,0,50ft_interval,"Huntington Avenue, Copley Hotel",Boston,"50 ft. Intervals, Huntington Avenue, Facing Northeast, Copley Hotel, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"47 Huntington Ave, Boston, MA 02116, USA",42.3483067,-71.0786177,,,,,,,,,,,,,
47,3364866181,0,50ft_interval,Huntington Avenue,Boston,"50 ft. Intervals, Huntington Avenue, Facing Northeast, Storyville Bar, Trinity Church in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"Huntington Ave, Boston, MA, USA",42.3384957,-71.0938271,,,,,,,,,,,,,
48,3364866469,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,,,,,,,,,,,,,,,,
49,3364880019,0,frog,Boylston Street and Exeter Street,Boston,"Frog's Eye View, Boylston Street 50 Ft. Intervals, Exeter to Dartmouth Street, Upper Facade of Building with Pilasters, 1:00 P.M. to 3:30 P.M.",1,,"Exeter St & Boylston St, Boston, MA 02116, USA",42.349507,-71.0794992,,,,,,,,,,,,,
50,3364888471,0,frog,Boylston Street and Exeter Street,Boston,"Frog's Eye View, Boylston Street 50 Ft. Intervals, Exeter to Dartmouth Street, Ornamented Bay Window, 12:30 P.M. to 3:30 P.M.",1,,,,,,,,,,,,,,,,,
51,3364938311,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series on a Sunny Day",1,,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,,,,
52,3364938437,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Trinity Church, Police Box at Right, Series on a Sunny Day",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
53,3364938707,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Trinity Church, John Hancock Building on Right, Series on a Sunny Day",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
54,3364973271,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
55,3364973441,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
56,3364973751,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series in Snow",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
57,3364974079,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square, Series in Snow",1,,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,,,,
58,3364974247,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Approaching Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square, Series in Snow",1,,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.349144,-71.0773257,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,
59,3365014021,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow",1,,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,,,,
60,3365014157,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Trinity Church, John Hancock Building on Right, Series in Snow",1,,,,,,,,,,,,,,,,,
61,3365014513,0,,Huntington Avenue and Blagden Street,Boston,"Corner of Huntington Avenue and Blagden Street, Facing Southwest",1,,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,,,,
62,3365044623,0,,Central Square,Boston,"Central Square, Storefronts from across street",1,,"Central Square, Boston, MA 02128, USA",42.3771315,-71.0401195,,,,,,,,,,,,,
63,3365044793,0,,Central Square,Boston,"Central Square, Storefronts and Subway station",1,,"Central Square, Boston, MA 02128, USA",42.3771315,-71.0401195,,,,,,,,,,,,,
64,3365044969,0,,Essex Street and Massachusetts Avenue,Boston,"Massachusetts Avenue, Central Square, from under Movie Theater sign",1,,"Massachusetts Ave, Boston, MA, USA",42.3367129,-71.0771654,"Massachusetts Ave, Boston, MA, USA",42.3367129,-71.0771654,,,,,,,,,,
65,3365045203,0,,Central Square,Boston,"East Facades, Central Square, Gorin's from across street, 12:45 P.M. to 1:45 P.M.",1,,"Central Square, Boston, MA 02128, USA",42.3771315,-71.0401195,,,,,,,,,,,,,
66,3365045365,0,,Central Square,Boston,"East Facades, Central Square, Movie Theater from across street, 12:45 P.M. to 1:35 P.M.",1,,"Central Square, Boston, MA 02128, USA",42.3771315,-71.0401195,,,,,,,,,,,,,
67,3365045517,0,,Central Square,Boston,"East Facades, Central Square, Storefronts with Taxis on street, 12:45 P.M. to 1:45 P.M.",1,,"Central Square, Boston, MA 02128, USA",42.3771315,-71.0401195,,,,,,,,,,,,,
68,3365046231,0,50ft_interval,Newbury Street,Boston,"50 ft. Intervals, Newbury Street, Parking Lot at left, 10:00 A.M. to 12:00 P.M.",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
69,3365057001,0,50ft_interval,Newbury Street,Boston,"50 ft. Intervals, Newbury Street, Church of the Covenant",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
70,3365057205,0,50ft_interval,Newbury Street,Boston,"50 ft. Intervals, Newbury Street, Ludwig Furs at left",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
71,3365058069,0,50ft_interval,Newbury Street,Boston,"50 ft. Intervals, Newbury Street, Pedestrians Crossing Berkeley Street, 10:00 A.M. to 12:00 P.M.",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
72,3365058209,0,,Newbury Street,Boston,"North Facades, Newbury Street, Flower shop at left",1,,,,,,,,,,,,,,,,,
73,3365090671,0,,Newbury Street,Boston,"North Facades, Newbury Street, Helena Rubinstein",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
74,3365090839,0,,Newbury Street,Boston,"North Facades, Newbury Street, Ritz-Carlton at right",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
75,3365108127,0,,Newbury Street,Boston,"South Facades, Newbury Street, Brooks Brothers",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
76,3365108451,0,,Newbury Street,Boston,"South Facades, Newbury Street, Storefronts",1,,,,,,,,,,,,,,,,,
77,3365109049,0,,Newbury Street,Boston,"South Facades, Newbury Street, Charles Summer Boutique",1,,"Newbury St, Boston, MA, USA",42.3492917,-71.0836492,,,,,,,,,,,,,
78,3365543190,0,frog,Boston Public Library Copley Square,Boston,"Frog's Eye View, Boston Public Library Copley Square, Right Corner of Building",1,,"700 Boylston St, Boston, MA 02116, USA",42.3494163,-71.0788284,,,,,,,,,,,,,
79,3365643592,0,50ft_interval,Dartmouth Street,Boston,"50 ft. Intervals, Dartmouth Street, S.S. Pierce Co. Grocers, Man at Car Door in Foreground, 10:30 to 11:00 A.M.",1,,,,,,,,,,,,,,,,,
80,3365644288,0,50ft_interval,"Dartmouth Street, Old South Church",Boston,"50 ft. Intervals, Dartmouth Street, Old South Church, Northeast Side, Boston Public Library in Background, 9:25 A.M.",1,,"645 Boylston St, Boston, MA 02116, USA",42.3502705,-71.0779719,,,,,,,,,,,,,
81,3365664462,0,frog,Boylston Street  and Exeter Street,Boston,"Frog's Eye View, Boylston Street 50 Ft. Intervals, Exeter to Dartmouth Street, Brick Residential Building with Stone at Base, 1:00 P.M. to 3:30 P.M.",1,,"Exeter St & Boylston St, Boston, MA 02116, USA",42.349507,-71.0794992,,,,,,,,,,,,,
82,3365670404,0,50ft_interval,Dartmouth Street,Boston,"50 ft. Intervals, Dartmouth Street, Sidewalk view with Old South Church in Background, 9:55 A.M.",1,,"Dartmouth St, Boston, MA 02116, USA",42.3484952,-71.0765392,,,,,,,,,,,,,
83,3365671348,0,50ft_interval,Huntington Avenue,Boston,"50 ft. Intervals, Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"Huntington Ave, Boston, MA, USA",42.3384957,-71.0938271,,,,,,,,,,,,,
84,3365671510,0,50ft_interval,Huntington Avenue,Boston,"50 ft. Intervals, Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"Huntington Ave, Boston, MA, USA",42.3384957,-71.0938271,,,,,,,,,,,,,
85,3365671948,0,50ft_interval,Dartmouth Street,Boston,"50 ft. Intervals, Dartmouth Street, Facing South, Sidewalk view with Old South Church in Background",1,,"Dartmouth St, Boston, MA 02116, USA",42.3484952,-71.0765392,,,,,,,,,,,,,
86,3365688500,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
87,3365688766,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Nettle Equipment Co. at Left, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
88,3365688878,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M., Right Side of Street in Shadow",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
89,3365689012,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Approaching Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.349144,-71.0773257,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,
90,3365753508,0,frog,Boylston Street and Exeter Street,Boston,"Frog's Eye View, Boylston Street 50 Ft. Intervals, Exeter to Dartmouth Street, Harvard Studio Sign, 1:00 P.M. to 3:30 P.M.",1,,"Exeter St & Boylston St, Boston, MA 02116, USA",42.349507,-71.0794992,,,,,,,,,,,,,
91,3365760346,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, in Shadow, Facing Trinity Church and Copley Square, Series on a Sunny Day, 1:00 P.M. to 2:30 P.M.",1,,,,,,,,,,,,,,,,,
92,3365760772,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Trinity Church, John Hancock Building on Right, Series on a Sunny Day",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
93,3365761050,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Approaching Corner of Huntington Avenue and Blagden Street, Facing Trinity Church and Copley Square",1,,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.349144,-71.0773257,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,
94,3365761174,0,50ft_interval,Huntington Avenue,Boston,"50 ft. Intervals, Huntington Avenue, Facing Northeast, John Hancock Building in Background, Series in Snow, 1:00 P.M. to 2:30 P.M.",1,,"Huntington Ave, Boston, MA, USA",42.3384957,-71.0938271,,,,,,,,,,,,,
95,3365761334,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Approaching Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series in Snow, 1:00 P.M. to 2:30 P.M.",1,,"Huntington Ave & Blagden St, Boston, MA 02116, USA",42.349144,-71.0773257,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,
96,3365761512,0,50ft_interval,Corner of Huntington Avenue and Exeter Street,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Exeter Street, Facing Northeast, Series in Snow",1,,"Exeter St & Huntington Ave, Boston, MA 02116, USA",42.3479402,-71.0787316,,,,,,,,,,,,,
97,3365761694,0,50ft_interval,"Huntington Avenue, Copley Hotel",Boston,"50 ft. Intervals, Huntington Avenue, Facing Northeast, Copley Hotel, Series in Snow",1,,"47 Huntington Ave, Boston, MA 02116, USA",42.3483067,-71.0786177,,,,,,,,,,,,,
98,3365795426,0,50ft_interval,Huntington Avenue,Boston,"50 ft. Intervals, Huntington Avenue, Facing Northeast, Storyville Bar, Trinity Church in Background, Series in Snow",1,,"Huntington Ave, Boston, MA, USA",42.3384957,-71.0938271,,,,,,,,,,,,,
99,3365795886,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Facing Trinity Church and Copley Square, Nettle Equipment Co. at Left, Series in Snow",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
100,3365796750,0,50ft_interval,"Huntington Avenue, Trinity Church",Boston,"50 ft. Intervals, Huntington Avenue, Trinity Church, Empty Police Box at Right, Series in Snow",1,,"206 Clarendon St, Boston, MA 02116, USA",42.3499893,-71.0754961,,,,,,,,,,,,,
101,3365796944,0,50ft_interval,Corner of Huntington Avenue and Blagden Street,Boston,"50 ft. Intervals, Corner of Huntington Avenue and Blagden Street, Trinity Church and Copley Square, Series in Snow",1,,"Blagden St & Huntington Ave, Boston, MA 02116, USA",42.349144,-71.0773257,,,,,,,,,,,,,
