id,edge_actual,edge_predicted,lat0,lng0
3423372035,0,0,42.3930747,-71.0799363
3404699030,0,0,42.3657551,-71.0535321
3404557836,0,0,42.3512376,-71.073068
3387812533,0,0,42.34886348,-71.07847203
3441274061,0,0,42.3570197,-71.0706498
3365760346,0,0,42.34901436,-71.07723836
3468667861,0,0,42.3499074,-71.0862162
3420775825,0,0,42.3581721,-71.0623935
3402180566,0,0,42.3011317,-71.1045757
3441435397,0,0,0.0,0.0
3404822126,0,0,42.35143419,-71.06798324
3401170113,0,0,42.35366861,-71.0757509
3365879760,0,0,42.35205908,-71.0734847
3388552306,0,0,42.35020266,-71.07690158
3423257275,0,0,42.3671803,-71.054599
3420698531,0,0,42.3628741,-71.0900971
3385172242,0,0,42.35735281,-71.0695872
3401360705,0,0,42.3656132,-71.0095602
3382550390,0,0,42.35088081,-71.06299246
3402165350,0,0,0.0,0.0
3442131660,0,0,42.3394152,-71.0779964
3385139400,0,0,0.0,0.0
3442203646,0,0,0.0,0.0
3381944617,0,0,42.3364517,-71.0770265
3365644288,0,0,42.35088806,-71.07775905
3364822959,0,0,42.35045309,-71.07751652
3410383068,0,0,0.0,0.0
3450525175,0,0,42.3506815,-71.0830836
3423687625,0,0,42.3612481,-71.0653205
3382599924,0,0,42.35240033,-71.06259375
3420602197,0,0,0.0,0.0
3451310158,0,0,42.3511255,-71.0802819
3421379270,0,0,42.3616212,-71.0563864
3424086158,0,0,42.3639567,-71.0551173
3342645044,0,0,42.3499239,-71.0761075
3381980359,0,0,0.0,0.0
3382445318,0,0,42.34989119,-71.07479893
3384650091,0,0,42.35389483,-71.07010863
3401918318,0,0,42.3405998,-71.0818181
3384530209,0,0,42.35884762,-71.06556333
3401259401,0,0,42.3796602,-71.0956756
3404700184,0,0,42.3657551,-71.0535321
3404118535,0,0,42.3406746,-71.1271843
3471041739,0,0,42.3511435,-71.0730195
3404655236,0,0,42.3657551,-71.0535321
3387691103,0,0,42.35016984,-71.0770176
3429362241,0,0,42.3512376,-71.073068
3365913180,0,0,42.35269713,-71.07119749
3382460738,0,0,42.35323449,-71.06255239
3381821789,0,0,42.3588422,-71.0578337
3450452433,0,0,42.3493725,-71.1021779
3410357934,0,0,0.0,0.0
3441799162,0,0,0.0,0.0
3424451530,0,0,42.4318221,-71.1560361
3421658278,0,0,42.3592353,-71.0593896
3442249602,0,0,0.0,0.0
3384299035,0,0,0.0,0.0
3442021558,0,0,42.3582887,-71.0986322
3420870905,0,0,42.3602285,-71.0547722
3420799861,0,0,42.3581721,-71.0623935
3404885266,0,0,42.3587607,-71.0611279
3385418380,0,0,42.36230316,-71.07228277
3404748218,0,0,0.0,0.0
3381979227,0,0,0.0,0.0
3385140548,0,0,42.35801593,-71.06880397
3442235136,0,0,0.0,0.0
3385504286,0,0,42.3531912,-71.0906332
3381731881,0,0,42.35088081,-71.06299246
3385552000,0,0,42.35508227,-71.06092013
3387730811,0,0,42.35041896,-71.07612502
3442088420,0,0,42.3504505,-71.0561242
3365045365,0,0,42.36472859,-71.10264697
3365760772,0,0,42.34976897,-71.07718311
3385314278,0,0,42.36032882,-71.06637028
3423645589,0,0,42.35141756,-71.11772474
3440932245,0,0,42.3532401,-71.0625394
3385516616,0,0,42.35556439,-71.06058483
3384402939,0,0,42.35819186,-71.06730568
3420722689,0,0,0.0,0.0
3404772870,0,0,42.3568987,-71.0514773
3446035846,0,0,42.350008,-71.0765558
3381731631,0,0,42.3592978,-71.0579891
3450455315,0,0,42.3399704,-71.1670299
3401359465,0,0,42.35914798,-71.06052683
3426794699,0,0,42.3493414,-71.077958
3440984557,0,0,42.3738058,-71.0571158
3427570216,0,0,42.3499893,-71.0754961
3384545815,0,0,42.36094831,-71.0678457
3365867524,0,0,42.35262301,-71.07137304
3423401807,0,0,42.3426892,-71.1033003
3441959108,0,0,42.3614703,-71.0760449
3403773663,0,0,42.3519737,-71.0707386
3489167413,0,0,42.3499893,-71.0754961
3384530963,0,0,42.35707749,-71.06543512
3381964413,0,0,42.3494469,-71.07249294
3441272677,0,0,0.0,0.0
3409544867,0,0,0.0,0.0
3423671701,0,0,42.4318221,-71.1560361
3441853682,0,0,42.3733705,-71.1189594
3442144752,0,0,0.0,0.0
3401728464,0,0,42.337936,-71.0749768
3426802443,0,0,42.3494163,-71.0788284
3382428366,0,0,42.35004312,-71.07415203
3469491854,0,0,42.3534963,-71.0714907
3403844327,0,0,42.3656132,-71.0095602
