id,district_actual,district_predicted,lat0,lng0
3423401283,0,0,42.3656404,-71.0607822
3381533451,0,0,42.35007074,-71.07492774
3441329929,0,1,42.3486464,-71.0827003
3385503680,0,0,42.35320047,-71.09060707
3382004397,0,0,0.0,0.0
3450349473,0,0,42.3490151,-71.0762268
3441256727,0,1,42.3590281,-71.0587662
3471179007,0,0,42.3432912,-71.1026167
3385465728,0,0,42.3541614,-71.0704078
3404748716,0,0,42.3581353,-71.0950313
3423481937,0,0,0.0,0.0
3384688423,0,0,42.35447584,-71.06862017
3442265274,0,0,0.0,0.0
3401816968,0,0,0.0,0.0
3442234348,0,1,42.3467013,-71.0719661
3441234785,0,0,42.43358555,-71.06789877
3446050000,0,0,42.3484952,-71.0765392
3441853028,0,0,42.3733705,-71.1189594
3385483792,0,0,42.3549544,-71.0654886
3442278826,0,0,42.3513845,-71.0554112
3401938708,0,0,42.3449031,-71.0865505
3420602451,0,1,42.3636904,-71.0583937
3410357934,0,0,0.0,0.0
3441317381,0,0,0.0,0.0
3401284723,0,0,42.3428653,-71.1002881
3384299035,0,0,0.0,0.0
3441357205,0,0,42.39032922,-71.14252725
3403843949,0,0,42.3656132,-71.0095602
3421350998,0,1,42.3587772,-71.0638101
3420850981,0,0,42.3581721,-71.0623935
3381979697,0,0,0.0,0.0
3401013473,0,0,42.3170501,-71.0651553
3384343747,0,0,42.35986822,-71.06152605
3424478352,0,0,42.3421328,-71.0629492
3421482860,0,0,42.3820375,-71.1127169
3441015829,0,0,0.0,0.0
3404557458,0,0,0.0,0.0
3382683236,0,0,42.3604802,-71.0590624
3441257505,0,0,42.3754929,-71.0579714
3404132765,0,0,42.34841059,-71.07407268
3381731631,0,0,42.3592978,-71.0579891
3426775677,0,0,0.0,0.0
3403937703,0,0,0.0,0.0
3404521442,0,0,0.0,0.0
3424391502,0,0,42.3358733,-71.152494
3404049289,0,0,42.34775574,-71.10080152
3390962276,0,0,42.34966956,-71.07713529
3441172329,0,0,42.412428,-71.148597
3409605561,0,0,0.0,0.0
3403773353,0,1,42.3490706,-71.0691412
3382428366,0,1,42.35004312,-71.07415203
