id,node_actual,node_predicted,lat0,lng0
3403710725,0,0,0.0,0.0
3381609299,0,0,42.35007221,-71.07403693
3420570273,0,0,42.3616212,-71.0563864
3445223175,0,0,0.0,0.0
3384401615,0,0,42.35833598,-71.06592792
3365907878,0,0,42.35224067,-71.07280091
3424233314,0,0,42.3810465,-71.0692911
3424209328,0,0,42.36822,-71.0566469
3445206693,0,0,0.0,0.0
3429425041,0,0,42.3512376,-71.073068
3382723642,0,0,42.34391876,-71.06605473
3381963879,0,0,42.33919564,-71.07321159
3423371533,0,0,42.3643179,-71.0539177
3472044880,0,0,42.3432912,-71.1026167
3421452308,0,0,42.3587999,-71.0707389
3409520101,0,0,0.0,0.0
3382682736,0,0,42.3592978,-71.0579891
3489103383,0,0,42.3486464,-71.0827003
3441920850,0,0,0.0,0.0
3424210016,0,0,42.3795489,-71.0638541
3468772193,0,0,42.3524309,-71.0736415
3404929002,0,0,42.348381,-71.1003358
3468700779,0,0,42.3511255,-71.0802819
3423608907,0,0,42.4119135,-71.1223556
3468694739,0,0,42.3520481,-71.078299
3423552905,0,0,42.3639086,-71.1160815
3420739413,0,0,0.0,0.0
3442111722,0,0,0.0,0.0
3401033961,0,0,42.34603725,-71.06146315
3423289755,0,0,42.36564,-71.054412
3410366044,0,0,0.0,0.0
3404655522,0,0,42.3657551,-71.0535321
3401360705,0,0,42.3656132,-71.0095602
3469517510,0,0,42.3511255,-71.0802819
3421679564,0,0,42.3581721,-71.0623935
3471179007,0,0,42.3432912,-71.1026167
3381906703,0,0,42.34165127,-71.06876255
3423290639,0,0,42.36244463,-71.05144892
3401837820,0,0,42.3487494,-71.0608497
3404131565,0,0,42.3967172,-71.1223151
3402180278,0,0,42.3011317,-71.1045757
3441187919,0,0,42.35240033,-71.06259375
3421453320,0,0,42.3544455,-71.0590922
3382796488,0,0,42.34522456,-71.08634173
3423289979,0,0,42.3640642,-71.0544858
3410457340,0,0,0.0,0.0
3421350658,0,0,42.3496291,-71.0718319
3423424405,0,0,42.3977741,-71.1056987
3401938708,0,0,42.3449031,-71.0865505
3404537608,0,0,42.375208,-71.144974
3441464241,0,0,42.3513845,-71.0554112
3424390724,0,0,42.3500137,-71.0661634
3424086330,0,0,42.36343482,-71.06643431
3420602451,0,0,42.3636904,-71.0583937
3442022856,0,0,42.426845,-71.0742895
3420870905,0,0,42.3602285,-71.0547722
3384326495,0,0,42.36133667,-71.06354903
3423329087,0,0,42.3941659,-71.0870226
3441357205,0,0,42.39032922,-71.14252725
3403796091,0,0,42.3520448,-71.0734495
3403843949,0,0,42.3656132,-71.0095602
3442088420,0,0,42.3504505,-71.0561242
3423454881,0,0,42.3626544,-71.0990583
3423645589,0,0,42.35141756,-71.11772474
3381820397,0,0,42.3574093,-71.0583299
3424509094,0,0,42.377158,-71.069383
3489874022,0,0,42.3432912,-71.1026167
3384343747,0,0,42.35986822,-71.06152605
3381864509,0,0,42.3588422,-71.0578337
3401359693,0,0,0.0,0.0
3441373261,0,0,0.0,0.0
3403773189,0,0,42.3512376,-71.073068
3421378748,0,0,42.3657551,-71.0535321
3404700540,0,0,42.3657551,-71.0535321
3424209528,0,0,42.3771315,-71.0401195
3423400537,0,0,42.3514296,-71.0501324
3441797992,0,0,0.0,0.0
3441959108,0,0,42.3614703,-71.0760449
3381681149,0,0,42.35323449,-71.06255239
3381609861,0,0,42.35004312,-71.07415203
3421566416,0,0,42.3643179,-71.0539177
3400951035,0,0,0.0,0.0
3441435019,0,0,0.0,0.0
3420623565,0,0,42.36706703,-71.05642084
3384427895,0,0,42.36058903,-71.07003876
3403989557,0,0,42.35211721,-71.08988092
3364823355,0,0,42.35089112,-71.07773531
3365931302,0,0,42.35244619,-71.07198192
3441372435,0,0,0.0,0.0
3450501879,0,0,42.3520481,-71.078299
